         51063467 function calls (49002903 primitive calls) in 436.588 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       63    0.004    0.000    0.008    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\pipelines\zero_shot_classification.py:239(postprocess)
      149    0.000    0.000    0.007    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\urllib\request.py:2710(getproxies)
      149    0.001    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\response.py:864(_raw_read)
    52528    0.005    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\_tensor.py:1034(__hash__)
   139476    0.007    0.000    0.007    0.000 {built-in method builtins.id}
    29748    0.006    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2224(<lambda>)
       67    0.000    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\configuration_utils.py:784(_dict_from_json_file)
     1034    0.007    0.000    0.007    0.000 {built-in method zlib.crc32}
     1537    0.004    0.000    0.007    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\dataclasses.py:1187(fields)
    23048    0.007    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:1995(<dictcomp>)
      378    0.007    0.000    0.007    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
  492/478    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
        5    0.000    0.000    0.007    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\main.py:492(model_json_schema)
        5    0.000    0.000    0.007    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:2334(model_json_schema)
      378    0.002    0.000    0.007    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\inspect.py:1959(_signature_bound_method)
      313    0.001    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\cookies.py:521(cookiejar_from_dict)
      189    0.007    0.000    0.007    0.000 {built-in method io.open_code}
      378    0.007    0.000    0.007    0.000 {method 'eq' of 'torch._C.TensorBase' objects}
      378    0.002    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_attn_mask_utils.py:351(_prepare_4d_causal_attention_mask_for_sdpa)
      383    0.001    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_fast.py:538(<listcomp>)
       67    0.007    0.000    0.007    0.000 {method 'close' of '_io.BufferedRandom' objects}
      216    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
     3372    0.005    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\packaging\version.py:523(_cmpkey)
    28584    0.006    0.000    0.007    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\shapely\decorators.py:66(<listcomp>)
      763    0.001    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\contextlib.py:139(__exit__)
      378    0.006    0.000    0.006    0.000 {built-in method torch.tanh}
      664    0.006    0.000    0.006    0.000 {method '__exit__' of '_io._IOBase' objects}
      149    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\poolmanager.py:276(connection_from_host)
       72    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\ImageFile.py:314(load_prepare)
       67    0.004    0.000    0.006    0.000 C:\Projects\form-sage\fast_processor_gemini.py:157(<listcomp>)
      157    0.000    0.000    0.006    0.000 <frozen zipimport>:64(__init__)
      378    0.002    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\autograd\profiler.py:610(__exit__)
       77    0.000    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\json\__init__.py:183(dumps)
    85666    0.006    0.000    0.006    0.000 {method 'items' of 'dict' objects}
    81302    0.006    0.000    0.006    0.000 {method 'lower' of 'str' objects}
       28    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\frame.py:4271(__setitem__)
     1622    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      886    0.003    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\ntpath.py:206(split)
     3493    0.002    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:821(get)
        5    0.000    0.000    0.006    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:376(generate)
       72    0.006    0.000    0.006    0.000 {built-in method PIL._imaging.new}
    26197    0.006    0.000    0.006    0.000 {method 'is_floating_point' of 'torch._C.TensorBase' objects}
   100317    0.006    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:801(value)
      408    0.006    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_fast.py:282(_convert_encoding)
      298    0.006    0.000    0.006    0.000 {built-in method winreg.OpenKey}
      149    0.001    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\models.py:658(__init__)
       63    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\pipelines\pt_utils.py:66(__iter__)
       77    0.001    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\json\encoder.py:182(encode)
     1850    0.004    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\urllib\parse.py:436(urlsplit)
       28    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\frame.py:4514(_set_item)
       63    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\pipelines\pt_utils.py:245(__iter__)
    29547    0.003    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:1906(_initialize_weights)
      906    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:169(__enter__)
       63    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\utils\data\dataloader.py:426(__iter__)
      138    0.001    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:1150(__str__)
      447    0.001    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\cookies.py:35(__init__)
      149    0.001    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\connectionpool.py:256(_get_conn)
       63    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\utils\data\dataloader.py:382(_get_iterator)
    29547    0.005    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\module.py:2273(<lambda>)
      189    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
      149    0.001    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\poolmanager.py:305(connection_from_context)
       63    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\utils\data\dataloader.py:659(__init__)
      766    0.003    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\generic.py:98(_get_frameworks_and_test_func)
      139    0.000    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:302(preinit)
     7146    0.006    0.000    0.006    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
    26063    0.004    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\parameter.py:166(is_lazy)
    69920    0.006    0.000    0.006    0.000 C:\Projects\form-sage\fast_processor_gemini.py:151(<genexpr>)
     1512    0.005    0.000    0.006    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\import_utils.py:762(is_torchdynamo_compiling)
      679    0.001    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\series.py:1095(__getitem__)
     10/5    0.000    0.000    0.005    0.001 {built-in method builtins.__import__}
       63    0.001    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\pipelines\base.py:1335(get_iterator)
        1    0.000    0.000    0.005    0.005 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\paddleocr.py:376(parse_args)
       67    0.001    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:1517(_autoset_attn_implementation)
      954    0.001    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\connection.py:355(putheader)
     3747    0.002    0.000    0.005    0.000 {built-in method builtins.all}
    23471    0.003    0.000    0.005    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:885(__iter__)
      189    0.005    0.000    0.005    0.000 {built-in method marshal.loads}
      149    0.000    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\models.py:610(prepare_cookies)
        3    0.000    0.000    0.005    0.002 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\string.py:163(<listcomp>)
      157    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        1    0.000    0.000    0.005    0.005 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\ppstructure\utility.py:28(init_args)
     3101    0.002    0.000    0.005    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\os.py:675(__getitem__)
    150/5    0.000    0.000    0.005    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:425(generate_inner)
      149    0.000    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\connection.py:335(putrequest)
18683/18383    0.005    0.000    0.005    0.000 {method 'join' of 'str' objects}
      149    0.001    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\cookies.py:140(get_cookie_header)
       11    0.000    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\frame.py:694(__init__)
    225/5    0.000    0.000    0.005    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_schema_generation_shared.py:37(__call__)
        5    0.000    0.000    0.005    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:535(new_handler_func)
    11293    0.003    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\inference.py:373(is_sequence)
    43460    0.005    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\fromnumeric.py:2096(_clip_dispatcher)
       67    0.003    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:386(<listcomp>)
        5    0.000    0.000    0.005    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\main.py:704(__get_pydantic_json_schema__)
    150/5    0.000    0.000    0.005    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:461(handler_func)
       67    0.000    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\container.py:276(__init__)
       63    0.001    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\utils\data\dataloader.py:565(__init__)
      189    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
      959    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
     1005    0.002    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_validators.py:119(validate_repo_id)
    42876    0.005    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\linalg\linalg.py:2379(_norm_dispatcher)
      670    0.001    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\hub.py:256(extract_commit_hash)
2696/1532    0.003    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\generic.py:428(__getitem__)
4555/3652    0.001    0.000    0.005    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\abc.py:121(__subclasscheck__)
    61472    0.005    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\_jit_internal.py:1120(is_scripting)
      118    0.000    0.000    0.005    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\argparse.py:1399(add_argument)
      149    0.002    0.000    0.005    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\http\client.py:1083(putrequest)
      378    0.001    0.000    0.005    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\inspect.py:3014(replace)
       67    0.000    0.000    0.005    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:1786(_check_and_enable_sdpa)
      149    0.001    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\response.py:577(__init__)
      134    0.001    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_http.py:77(add_headers)
      809    0.001    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_common.py:90(get_value_by_path)
      134    0.000    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:1285(exists)
      190    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
      268    0.000    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\sparse.py:153(reset_parameters)
    25338    0.004    0.000    0.004    0.000 {built-in method torch._C._has_torch_function_variadic}
       67    0.000    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\container.py:319(__iadd__)
      149    0.001    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\models.py:483(prepare_headers)
      268    0.001    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_headers.py:175(_http_user_agent)
    26264    0.003    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:4456(<genexpr>)
       67    0.001    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\nn\modules\container.py:391(extend)
        5    0.000    0.000    0.004    0.001 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:1468(model_schema)
        1    0.000    0.000    0.004    0.004 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\tools\infer\utility.py:37(init_args)
     7287    0.004    0.000    0.004    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      298    0.001    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\http\cookiejar.py:1685(extract_cookies)
       67    0.003    0.000    0.004    0.000 C:\Projects\form-sage\fast_processor_gemini.py:149(<listcomp>)
     1043    0.001    0.000    0.004    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\utils.py:345(to_key_val_list)
